/root/miniconda3/envs/py311/lib/python3.11/site-packages/torch/distributed/distributed_c10d.py:4876: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  warnings.warn(  # warn only once
[rank0]:[W419 03:45:23.568625470 ProcessGroupNCCL.cpp:5072] Guessing device ID based on global rank. This can cause a hang if rank to GPU mapping is heterogeneous. You can specify device_id in init_process_group()
DSA strategy:  color_crop_flip_scale_rotate
Save dir: ./../pretrained_models/dermamnist/dermamnist
TF32 is enabled
=> creating model convnet-3, norm: instance
Training model 1/20
Model 0 initial state saved at ./../pretrained_models/dermamnist/dermamnist/premodel0_init.pth.tar
Augmentataion Matching:  color_crop_cutout
Augmentataion Net update:  color_crop
/root/miniconda3/envs/py311/lib/python3.11/site-packages/torch/functional.py:505: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4317.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
<Pretraining 10-th model>...[Epoch 20] Train acc: 68.6 (loss: 0.921), Val acc: 72.5, Time: 0.87 seconds
<Pretraining 10-th model>...[Epoch 21] Train acc: 69.9 (loss: 0.863), Val acc: 73.5, Time: 0.86 seconds
<Pretraining 10-th model>...[Epoch 22] Train acc: 69.7 (loss: 0.878), Val acc: 71.7, Time: 0.87 seconds
<Pretraining 10-th model>...[Epoch 23] Train acc: 69.6 (loss: 0.881), Val acc: 72.1, Time: 0.78 seconds
<Pretraining 10-th model>...[Epoch 24] Train acc: 70.2 (loss: 0.867), Val acc: 72.6, Time: 0.71 seconds
<Pretraining 10-th model>...[Epoch 25] Train acc: 69.7 (loss: 0.877), Val acc: 72.4, Time: 0.89 seconds
<Pretraining 10-th model>...[Epoch 26] Train acc: 69.3 (loss: 0.885), Val acc: 72.6, Time: 0.86 seconds
<Pretraining 10-th model>...[Epoch 27] Train acc: 70.6 (loss: 0.844), Val acc: 74.8, Time: 0.91 seconds
<Pretraining 10-th model>...[Epoch 28] Train acc: 69.9 (loss: 0.886), Val acc: 71.5, Time: 0.87 seconds
<Pretraining 10-th model>...[Epoch 29] Train acc: 70.1 (loss: 0.857), Val acc: 72.9, Time: 0.87 seconds
<Pretraining 10-th model>...[Epoch 30] Train acc: 70.3 (loss: 0.858), Val acc: 73.4, Time: 0.87 seconds
<Pretraining 10-th model>...[Epoch 31] Train acc: 70.9 (loss: 0.848), Val acc: 72.8, Time: 0.86 seconds
<Pretraining 10-th model>...[Epoch 32] Train acc: 70.4 (loss: 0.874), Val acc: 72.9, Time: 0.64 seconds
<Pretraining 10-th model>...[Epoch 33] Train acc: 70.5 (loss: 0.866), Val acc: 72.1, Time: 0.86 seconds
<Pretraining 10-th model>...[Epoch 34] Train acc: 70.5 (loss: 0.851), Val acc: 72.9, Time: 0.85 seconds
<Pretraining 10-th model>...[Epoch 35] Train acc: 70.2 (loss: 0.862), Val acc: 73.5, Time: 0.89 seconds
<Pretraining 10-th model>...[Epoch 36] Train acc: 70.5 (loss: 0.858), Val acc: 73.9, Time: 0.89 seconds
<Pretraining 10-th model>...[Epoch 37] Train acc: 71.8 (loss: 0.829), Val acc: 72.6, Time: 0.85 seconds
<Pretraining 10-th model>...[Epoch 38] Train acc: 69.9 (loss: 0.864), Val acc: 74.3, Time: 0.92 seconds
<Pretraining 10-th model>...[Epoch 39] Train acc: 71.3 (loss: 0.835), Val acc: 73.2, Time: 0.89 seconds
<Pretraining 10-th model>...[Epoch 40] Train acc: 71.7 (loss: 0.826), Val acc: 73.9, Time: 0.83 seconds
<Pretraining 10-th model>...[Epoch 41] Train acc: 72.2 (loss: 0.798), Val acc: 74.5, Time: 0.67 seconds
<Pretraining 10-th model>...[Epoch 42] Train acc: 71.6 (loss: 0.813), Val acc: 73.9, Time: 0.89 seconds
<Pretraining 10-th model>...[Epoch 43] Train acc: 72.2 (loss: 0.813), Val acc: 74.0, Time: 0.88 seconds
<Pretraining 10-th model>...[Epoch 44] Train acc: 71.5 (loss: 0.837), Val acc: 73.9, Time: 0.88 seconds
<Pretraining 10-th model>...[Epoch 45] Train acc: 72.0 (loss: 0.811), Val acc: 73.9, Time: 0.87 seconds
<Pretraining 10-th model>...[Epoch 46] Train acc: 71.7 (loss: 0.816), Val acc: 73.9, Time: 0.87 seconds
<Pretraining 10-th model>...[Epoch 47] Train acc: 72.6 (loss: 0.779), Val acc: 74.7, Time: 0.87 seconds
<Pretraining 10-th model>...[Epoch 48] Train acc: 72.4 (loss: 0.799), Val acc: 74.4, Time: 0.86 seconds
<Pretraining 10-th model>...[Epoch 49] Train acc: 72.2 (loss: 0.814), Val acc: 74.9, Time: 0.71 seconds
<Pretraining 10-th model>...[Epoch 50] Train acc: 73.8 (loss: 0.777), Val acc: 75.0, Time: 0.77 seconds
<Pretraining 10-th model>...[Epoch 51] Train acc: 73.3 (loss: 0.776), Val acc: 74.6, Time: 0.89 seconds
<Pretraining 10-th model>...[Epoch 52] Train acc: 73.1 (loss: 0.778), Val acc: 74.7, Time: 0.86 seconds
<Pretraining 10-th model>...[Epoch 53] Train acc: 73.7 (loss: 0.767), Val acc: 74.6, Time: 0.88 seconds
<Pretraining 10-th model>...[Epoch 54] Train acc: 73.1 (loss: 0.793), Val acc: 74.7, Time: 0.88 seconds
<Pretraining 10-th model>...[Epoch 55] Train acc: 72.4 (loss: 0.788), Val acc: 74.5, Time: 0.90 seconds
<Pretraining 10-th model>...[Epoch 56] Train acc: 72.6 (loss: 0.788), Val acc: 74.8, Time: 0.87 seconds
<Pretraining 10-th model>...[Epoch 57] Train acc: 73.9 (loss: 0.751), Val acc: 74.6, Time: 0.85 seconds
<Pretraining 10-th model>...[Epoch 58] Train acc: 73.2 (loss: 0.772), Val acc: 74.7, Time: 0.63 seconds
<Pretraining 10-th model>...[Epoch 59] Train acc: 72.7 (loss: 0.782), Val acc: 74.5, Time: 0.86 seconds
Model 10 trained state saved at ./../pretrained_models/dermamnist/dermamnist/premodel10_trained.pth.tar
Training model 12/20
Model 11 initial state saved at ./../pretrained_models/dermamnist/dermamnist/premodel11_init.pth.tar
Augmentataion Matching:  color_crop_cutout
Augmentataion Net update:  color_crop
<Pretraining 11-th model>...[Epoch  0] Train acc: 65.7 (loss: 1.142), Val acc: 66.9, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch  1] Train acc: 66.9 (loss: 1.067), Val acc: 59.6, Time: 0.90 seconds
<Pretraining 11-th model>...[Epoch  2] Train acc: 67.1 (loss: 1.030), Val acc: 67.0, Time: 0.88 seconds
<Pretraining 11-th model>...[Epoch  3] Train acc: 66.8 (loss: 1.018), Val acc: 68.0, Time: 0.89 seconds
<Pretraining 11-th model>...[Epoch  4] Train acc: 67.2 (loss: 1.000), Val acc: 68.6, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch  5] Train acc: 67.5 (loss: 0.973), Val acc: 69.3, Time: 0.92 seconds
<Pretraining 11-th model>...[Epoch  6] Train acc: 67.6 (loss: 0.984), Val acc: 70.0, Time: 0.74 seconds
<Pretraining 11-th model>...[Epoch  7] Train acc: 67.9 (loss: 0.965), Val acc: 69.7, Time: 0.74 seconds
<Pretraining 11-th model>...[Epoch  8] Train acc: 68.1 (loss: 0.949), Val acc: 69.9, Time: 0.86 seconds
<Pretraining 11-th model>...[Epoch  9] Train acc: 67.9 (loss: 0.946), Val acc: 69.9, Time: 0.86 seconds
<Pretraining 11-th model>...[Epoch 10] Train acc: 67.6 (loss: 0.966), Val acc: 71.7, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 11] Train acc: 68.1 (loss: 0.918), Val acc: 71.1, Time: 0.85 seconds
<Pretraining 11-th model>...[Epoch 12] Train acc: 68.5 (loss: 0.912), Val acc: 72.2, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 13] Train acc: 68.8 (loss: 0.909), Val acc: 72.3, Time: 0.85 seconds
<Pretraining 11-th model>...[Epoch 14] Train acc: 68.7 (loss: 0.927), Val acc: 72.2, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 15] Train acc: 69.4 (loss: 0.900), Val acc: 72.6, Time: 0.61 seconds
<Pretraining 11-th model>...[Epoch 16] Train acc: 69.1 (loss: 0.909), Val acc: 71.8, Time: 0.85 seconds
<Pretraining 11-th model>...[Epoch 17] Train acc: 69.1 (loss: 0.905), Val acc: 72.8, Time: 0.89 seconds
<Pretraining 11-th model>...[Epoch 18] Train acc: 69.8 (loss: 0.888), Val acc: 71.2, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 19] Train acc: 69.4 (loss: 0.888), Val acc: 71.0, Time: 0.86 seconds
<Pretraining 11-th model>...[Epoch 20] Train acc: 69.3 (loss: 0.886), Val acc: 71.5, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 21] Train acc: 69.5 (loss: 0.900), Val acc: 72.8, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 22] Train acc: 69.2 (loss: 0.897), Val acc: 71.2, Time: 0.90 seconds
<Pretraining 11-th model>...[Epoch 23] Train acc: 69.6 (loss: 0.876), Val acc: 73.1, Time: 0.83 seconds
<Pretraining 11-th model>...[Epoch 24] Train acc: 69.7 (loss: 0.887), Val acc: 72.3, Time: 0.67 seconds
<Pretraining 11-th model>...[Epoch 25] Train acc: 70.4 (loss: 0.869), Val acc: 72.5, Time: 0.86 seconds
<Pretraining 11-th model>...[Epoch 26] Train acc: 69.9 (loss: 0.890), Val acc: 71.7, Time: 0.92 seconds
<Pretraining 11-th model>...[Epoch 27] Train acc: 70.0 (loss: 0.886), Val acc: 73.7, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 28] Train acc: 70.0 (loss: 0.864), Val acc: 72.7, Time: 0.90 seconds
<Pretraining 11-th model>...[Epoch 29] Train acc: 69.7 (loss: 0.877), Val acc: 72.4, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 30] Train acc: 69.6 (loss: 0.884), Val acc: 73.8, Time: 0.90 seconds
<Pretraining 11-th model>...[Epoch 31] Train acc: 70.4 (loss: 0.853), Val acc: 71.8, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 32] Train acc: 70.4 (loss: 0.856), Val acc: 73.7, Time: 0.69 seconds
<Pretraining 11-th model>...[Epoch 33] Train acc: 70.5 (loss: 0.836), Val acc: 73.1, Time: 0.80 seconds
<Pretraining 11-th model>...[Epoch 34] Train acc: 70.6 (loss: 0.863), Val acc: 71.5, Time: 0.89 seconds
<Pretraining 11-th model>...[Epoch 35] Train acc: 69.7 (loss: 0.884), Val acc: 74.0, Time: 0.91 seconds
<Pretraining 11-th model>...[Epoch 36] Train acc: 70.6 (loss: 0.866), Val acc: 73.1, Time: 0.89 seconds
<Pretraining 11-th model>...[Epoch 37] Train acc: 70.7 (loss: 0.855), Val acc: 73.5, Time: 0.89 seconds
<Pretraining 11-th model>...[Epoch 38] Train acc: 70.6 (loss: 0.840), Val acc: 74.3, Time: 0.88 seconds
<Pretraining 11-th model>...[Epoch 39] Train acc: 71.0 (loss: 0.844), Val acc: 71.8, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 40] Train acc: 71.5 (loss: 0.830), Val acc: 72.8, Time: 0.82 seconds
<Pretraining 11-th model>...[Epoch 41] Train acc: 71.5 (loss: 0.821), Val acc: 73.9, Time: 0.70 seconds
<Pretraining 11-th model>...[Epoch 42] Train acc: 71.7 (loss: 0.819), Val acc: 73.2, Time: 0.88 seconds
<Pretraining 11-th model>...[Epoch 43] Train acc: 72.5 (loss: 0.799), Val acc: 74.1, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 44] Train acc: 70.5 (loss: 0.853), Val acc: 73.0, Time: 0.88 seconds
<Pretraining 11-th model>...[Epoch 45] Train acc: 72.1 (loss: 0.797), Val acc: 74.4, Time: 0.86 seconds
<Pretraining 11-th model>...[Epoch 46] Train acc: 73.3 (loss: 0.783), Val acc: 74.3, Time: 0.86 seconds
<Pretraining 11-th model>...[Epoch 47] Train acc: 72.2 (loss: 0.803), Val acc: 73.4, Time: 0.88 seconds
<Pretraining 11-th model>...[Epoch 48] Train acc: 72.3 (loss: 0.802), Val acc: 73.8, Time: 0.89 seconds
<Pretraining 11-th model>...[Epoch 49] Train acc: 72.3 (loss: 0.802), Val acc: 73.8, Time: 0.72 seconds
<Pretraining 11-th model>...[Epoch 50] Train acc: 72.8 (loss: 0.784), Val acc: 73.3, Time: 0.76 seconds
<Pretraining 11-th model>...[Epoch 51] Train acc: 73.1 (loss: 0.784), Val acc: 73.5, Time: 0.86 seconds
<Pretraining 11-th model>...[Epoch 52] Train acc: 73.2 (loss: 0.767), Val acc: 73.8, Time: 0.86 seconds
<Pretraining 11-th model>...[Epoch 53] Train acc: 71.4 (loss: 0.828), Val acc: 73.8, Time: 0.92 seconds
<Pretraining 11-th model>...[Epoch 54] Train acc: 72.0 (loss: 0.813), Val acc: 73.4, Time: 0.88 seconds
<Pretraining 11-th model>...[Epoch 55] Train acc: 71.5 (loss: 0.822), Val acc: 73.5, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 56] Train acc: 73.4 (loss: 0.774), Val acc: 73.4, Time: 0.88 seconds
<Pretraining 11-th model>...[Epoch 57] Train acc: 73.0 (loss: 0.786), Val acc: 73.5, Time: 0.87 seconds
<Pretraining 11-th model>...[Epoch 58] Train acc: 72.7 (loss: 0.797), Val acc: 73.7, Time: 0.67 seconds
<Pretraining 11-th model>...[Epoch 59] Train acc: 72.4 (loss: 0.794), Val acc: 73.3, Time: 0.88 seconds
Model 11 trained state saved at ./../pretrained_models/dermamnist/dermamnist/premodel11_trained.pth.tar
Training model 13/20
Model 12 initial state saved at ./../pretrained_models/dermamnist/dermamnist/premodel12_init.pth.tar
Augmentataion Matching:  color_crop_cutout
Augmentataion Net update:  color_crop
<Pretraining 12-th model>...[Epoch  0] Train acc: 65.9 (loss: 1.127), Val acc: 66.9, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch  1] Train acc: 67.0 (loss: 1.054), Val acc: 65.6, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch  2] Train acc: 66.9 (loss: 1.013), Val acc: 68.7, Time: 0.86 seconds
<Pretraining 12-th model>...[Epoch  3] Train acc: 67.4 (loss: 0.997), Val acc: 68.8, Time: 0.86 seconds
<Pretraining 12-th model>...[Epoch  4] Train acc: 67.3 (loss: 0.985), Val acc: 69.0, Time: 0.92 seconds
<Pretraining 12-th model>...[Epoch  5] Train acc: 67.6 (loss: 0.975), Val acc: 69.5, Time: 0.86 seconds
<Pretraining 12-th model>...[Epoch  6] Train acc: 67.7 (loss: 0.966), Val acc: 68.9, Time: 0.73 seconds
<Pretraining 12-th model>...[Epoch  7] Train acc: 67.8 (loss: 0.954), Val acc: 70.8, Time: 0.75 seconds
<Pretraining 12-th model>...[Epoch  8] Train acc: 68.1 (loss: 0.955), Val acc: 69.5, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch  9] Train acc: 68.2 (loss: 0.919), Val acc: 71.4, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 10] Train acc: 68.3 (loss: 0.931), Val acc: 71.8, Time: 0.90 seconds
<Pretraining 12-th model>...[Epoch 11] Train acc: 68.6 (loss: 0.914), Val acc: 72.8, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 12] Train acc: 68.6 (loss: 0.912), Val acc: 72.1, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 13] Train acc: 68.8 (loss: 0.918), Val acc: 71.7, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 14] Train acc: 68.1 (loss: 0.929), Val acc: 70.3, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 15] Train acc: 69.0 (loss: 0.904), Val acc: 71.1, Time: 0.66 seconds
<Pretraining 12-th model>...[Epoch 16] Train acc: 69.0 (loss: 0.906), Val acc: 73.6, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 17] Train acc: 69.3 (loss: 0.895), Val acc: 72.7, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 18] Train acc: 69.2 (loss: 0.908), Val acc: 72.7, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 19] Train acc: 69.0 (loss: 0.908), Val acc: 73.1, Time: 0.90 seconds
<Pretraining 12-th model>...[Epoch 20] Train acc: 69.3 (loss: 0.895), Val acc: 72.6, Time: 0.89 seconds
<Pretraining 12-th model>...[Epoch 21] Train acc: 69.2 (loss: 0.901), Val acc: 72.3, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 22] Train acc: 69.6 (loss: 0.895), Val acc: 72.1, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 23] Train acc: 69.9 (loss: 0.876), Val acc: 72.5, Time: 0.80 seconds
<Pretraining 12-th model>...[Epoch 24] Train acc: 69.6 (loss: 0.875), Val acc: 73.8, Time: 0.70 seconds
<Pretraining 12-th model>...[Epoch 25] Train acc: 70.3 (loss: 0.859), Val acc: 73.3, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 26] Train acc: 70.1 (loss: 0.869), Val acc: 72.2, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 27] Train acc: 70.7 (loss: 0.848), Val acc: 74.4, Time: 0.86 seconds
<Pretraining 12-th model>...[Epoch 28] Train acc: 70.1 (loss: 0.868), Val acc: 72.7, Time: 0.90 seconds
<Pretraining 12-th model>...[Epoch 29] Train acc: 70.9 (loss: 0.853), Val acc: 72.2, Time: 0.86 seconds
<Pretraining 12-th model>...[Epoch 30] Train acc: 69.8 (loss: 0.883), Val acc: 73.6, Time: 0.92 seconds
<Pretraining 12-th model>...[Epoch 31] Train acc: 69.8 (loss: 0.882), Val acc: 73.2, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 32] Train acc: 70.4 (loss: 0.865), Val acc: 72.9, Time: 0.63 seconds
<Pretraining 12-th model>...[Epoch 33] Train acc: 70.1 (loss: 0.868), Val acc: 71.3, Time: 0.85 seconds
<Pretraining 12-th model>...[Epoch 34] Train acc: 71.4 (loss: 0.849), Val acc: 73.5, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 35] Train acc: 71.5 (loss: 0.844), Val acc: 73.9, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 36] Train acc: 70.8 (loss: 0.847), Val acc: 73.8, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 37] Train acc: 71.0 (loss: 0.857), Val acc: 72.3, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 38] Train acc: 70.7 (loss: 0.851), Val acc: 74.3, Time: 0.86 seconds
<Pretraining 12-th model>...[Epoch 39] Train acc: 70.5 (loss: 0.859), Val acc: 73.0, Time: 0.92 seconds
<Pretraining 12-th model>...[Epoch 40] Train acc: 72.4 (loss: 0.794), Val acc: 74.5, Time: 0.80 seconds
<Pretraining 12-th model>...[Epoch 41] Train acc: 71.9 (loss: 0.820), Val acc: 74.8, Time: 0.70 seconds
<Pretraining 12-th model>...[Epoch 42] Train acc: 72.1 (loss: 0.793), Val acc: 74.8, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 43] Train acc: 71.6 (loss: 0.826), Val acc: 74.4, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 44] Train acc: 72.6 (loss: 0.816), Val acc: 73.7, Time: 0.89 seconds
<Pretraining 12-th model>...[Epoch 45] Train acc: 72.2 (loss: 0.813), Val acc: 74.1, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 46] Train acc: 72.5 (loss: 0.793), Val acc: 73.9, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 47] Train acc: 73.3 (loss: 0.777), Val acc: 74.0, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 48] Train acc: 72.1 (loss: 0.802), Val acc: 73.7, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 49] Train acc: 72.8 (loss: 0.798), Val acc: 74.8, Time: 0.72 seconds
<Pretraining 12-th model>...[Epoch 50] Train acc: 71.9 (loss: 0.808), Val acc: 74.5, Time: 0.78 seconds
<Pretraining 12-th model>...[Epoch 51] Train acc: 72.6 (loss: 0.799), Val acc: 74.6, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 52] Train acc: 72.8 (loss: 0.796), Val acc: 74.7, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 53] Train acc: 72.7 (loss: 0.797), Val acc: 74.6, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 54] Train acc: 73.5 (loss: 0.770), Val acc: 74.6, Time: 0.85 seconds
<Pretraining 12-th model>...[Epoch 55] Train acc: 72.6 (loss: 0.776), Val acc: 74.8, Time: 0.86 seconds
<Pretraining 12-th model>...[Epoch 56] Train acc: 72.6 (loss: 0.801), Val acc: 74.7, Time: 0.88 seconds
<Pretraining 12-th model>...[Epoch 57] Train acc: 72.2 (loss: 0.808), Val acc: 74.8, Time: 0.87 seconds
<Pretraining 12-th model>...[Epoch 58] Train acc: 74.0 (loss: 0.756), Val acc: 74.7, Time: 0.63 seconds
<Pretraining 12-th model>...[Epoch 59] Train acc: 72.5 (loss: 0.805), Val acc: 74.5, Time: 0.88 seconds
Model 12 trained state saved at ./../pretrained_models/dermamnist/dermamnist/premodel12_trained.pth.tar
Training model 14/20
Model 13 initial state saved at ./../pretrained_models/dermamnist/dermamnist/premodel13_init.pth.tar
Augmentataion Matching:  color_crop_cutout
Augmentataion Net update:  color_crop
<Pretraining 13-th model>...[Epoch  0] Train acc: 65.8 (loss: 1.141), Val acc: 66.9, Time: 0.89 seconds
<Pretraining 13-th model>...[Epoch  1] Train acc: 67.0 (loss: 1.055), Val acc: 67.3, Time: 0.89 seconds
<Pretraining 13-th model>...[Epoch  2] Train acc: 67.2 (loss: 1.027), Val acc: 68.4, Time: 0.89 seconds
<Pretraining 13-th model>...[Epoch  3] Train acc: 67.0 (loss: 1.011), Val acc: 69.4, Time: 0.89 seconds
<Pretraining 13-th model>...[Epoch  4] Train acc: 67.3 (loss: 0.987), Val acc: 70.1, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch  5] Train acc: 68.1 (loss: 0.959), Val acc: 70.5, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch  6] Train acc: 67.6 (loss: 0.973), Val acc: 69.3, Time: 0.72 seconds
<Pretraining 13-th model>...[Epoch  7] Train acc: 67.8 (loss: 0.948), Val acc: 70.6, Time: 0.79 seconds
<Pretraining 13-th model>...[Epoch  8] Train acc: 67.9 (loss: 0.965), Val acc: 70.6, Time: 0.90 seconds
<Pretraining 13-th model>...[Epoch  9] Train acc: 68.7 (loss: 0.919), Val acc: 71.3, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch 10] Train acc: 68.7 (loss: 0.911), Val acc: 71.1, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 11] Train acc: 68.4 (loss: 0.920), Val acc: 72.5, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 12] Train acc: 69.0 (loss: 0.904), Val acc: 73.1, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 13] Train acc: 69.2 (loss: 0.905), Val acc: 71.3, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 14] Train acc: 68.6 (loss: 0.923), Val acc: 71.0, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 15] Train acc: 69.3 (loss: 0.899), Val acc: 70.3, Time: 0.62 seconds
<Pretraining 13-th model>...[Epoch 16] Train acc: 69.3 (loss: 0.895), Val acc: 71.5, Time: 0.89 seconds
<Pretraining 13-th model>...[Epoch 17] Train acc: 68.5 (loss: 0.912), Val acc: 72.2, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch 18] Train acc: 68.7 (loss: 0.912), Val acc: 72.3, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch 19] Train acc: 69.5 (loss: 0.889), Val acc: 71.3, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 20] Train acc: 69.3 (loss: 0.901), Val acc: 71.5, Time: 0.90 seconds
<Pretraining 13-th model>...[Epoch 21] Train acc: 69.6 (loss: 0.887), Val acc: 72.4, Time: 0.89 seconds
<Pretraining 13-th model>...[Epoch 22] Train acc: 69.4 (loss: 0.887), Val acc: 72.0, Time: 0.89 seconds
<Pretraining 13-th model>...[Epoch 23] Train acc: 69.5 (loss: 0.877), Val acc: 72.9, Time: 0.74 seconds
<Pretraining 13-th model>...[Epoch 24] Train acc: 70.3 (loss: 0.862), Val acc: 72.9, Time: 0.76 seconds
<Pretraining 13-th model>...[Epoch 25] Train acc: 70.6 (loss: 0.867), Val acc: 71.1, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch 26] Train acc: 70.0 (loss: 0.865), Val acc: 70.7, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch 27] Train acc: 70.5 (loss: 0.867), Val acc: 72.8, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch 28] Train acc: 70.0 (loss: 0.887), Val acc: 71.6, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 29] Train acc: 70.3 (loss: 0.863), Val acc: 72.2, Time: 0.86 seconds
<Pretraining 13-th model>...[Epoch 30] Train acc: 69.9 (loss: 0.882), Val acc: 73.0, Time: 0.90 seconds
<Pretraining 13-th model>...[Epoch 31] Train acc: 70.4 (loss: 0.861), Val acc: 72.9, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch 32] Train acc: 69.6 (loss: 0.886), Val acc: 73.3, Time: 0.63 seconds
<Pretraining 13-th model>...[Epoch 33] Train acc: 70.8 (loss: 0.843), Val acc: 72.6, Time: 0.86 seconds
<Pretraining 13-th model>...[Epoch 34] Train acc: 70.5 (loss: 0.853), Val acc: 71.5, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 35] Train acc: 71.1 (loss: 0.842), Val acc: 74.2, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 36] Train acc: 70.9 (loss: 0.851), Val acc: 73.0, Time: 0.84 seconds
<Pretraining 13-th model>...[Epoch 37] Train acc: 71.4 (loss: 0.847), Val acc: 72.3, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch 38] Train acc: 71.3 (loss: 0.836), Val acc: 73.1, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 39] Train acc: 71.0 (loss: 0.844), Val acc: 71.8, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch 40] Train acc: 71.8 (loss: 0.804), Val acc: 74.2, Time: 0.82 seconds
<Pretraining 13-th model>...[Epoch 41] Train acc: 73.0 (loss: 0.779), Val acc: 73.9, Time: 0.67 seconds
<Pretraining 13-th model>...[Epoch 42] Train acc: 71.6 (loss: 0.816), Val acc: 73.6, Time: 0.91 seconds
<Pretraining 13-th model>...[Epoch 43] Train acc: 71.7 (loss: 0.810), Val acc: 73.4, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 44] Train acc: 72.2 (loss: 0.811), Val acc: 74.0, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch 45] Train acc: 72.3 (loss: 0.811), Val acc: 74.3, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 46] Train acc: 72.0 (loss: 0.827), Val acc: 74.6, Time: 0.91 seconds
<Pretraining 13-th model>...[Epoch 47] Train acc: 72.6 (loss: 0.799), Val acc: 74.2, Time: 0.89 seconds
<Pretraining 13-th model>...[Epoch 48] Train acc: 72.4 (loss: 0.802), Val acc: 74.3, Time: 0.88 seconds
<Pretraining 13-th model>...[Epoch 49] Train acc: 71.8 (loss: 0.816), Val acc: 74.4, Time: 0.68 seconds
